Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Pytanie ENG,Odpowiedź ENG A,Odpowiedź ENG B,Odpowiedź ENG C,Pytanie DE,Odpowiedź DE A,Odpowiedź DE B,Odpowiedź DE C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Nazwa media tłumaczenie migowe (PJM) treść pyt,Nazwa media tłumaczenie migowe (PJM) treść odp A,Nazwa media tłumaczenie migowe (PJM) treść odp B,Nazwa media tłumaczenie migowe (PJM) treść odp C,Nazwa media tłumaczenie migowe (SJM) treść pyt,Nazwa media tłumaczenie migowe (SJM) treść odp A,Nazwa media tłumaczenie migowe (SJM) treść odp B,Nazwa media tłumaczenie migowe (SJM) treść odp C
6407,Który z wymienionych przedmiotów należy do obowiązkowego wyposażenia każdego samochodu osobowego?,Koło zapasowe.,Apteczka doraźnej pomocy.,Gaśnica.,Which of the following are mandatory equipment in each passenger car?,A spare wheel.,A first-aid kit.,A fire extinguisher.,Welcher von den genannten Gegenständen gehört zur Pflichtausstattung jedes PkWs?,Ersatzrad.,Verbandkasten.,Feuerlöscher.,C,2C125.jpg,SPECJALISTYCZNY,2,B,B7,pjm6407.wmv,pjm6407a.wmv,pjm6407b.wmv,pjm6407c.wmv,,,,
6408,"Czy dozwolone jest oddalanie się od pojazdu, gdy jego silnik jest w ruchu?",Nie.,"Tak, pod warunkiem, że pojazd pozostaje w polu widzenia.","Tak, na czas nie dłuższy niż 1 minutę.",Is it permitted to move away from the car when the engine is running?,No.,"Yes, as long as the car remains within the field of vision.","Yes, for no more than 1 minute.","Ist es erlaubt, sich vom Fahrzeug zu entfernen, wenn sein Motor läuft?",Nein.,"Ja, unter der Bedingung, dass das Fahrzeug im Blickfeld bleibt.","Ja, aber nicht länger als 1 Minute.",A,2C126.jpg,SPECJALISTYCZNY,2,"B,B1",B7,pjm6408.wmv,pjm6408a.wmv,pjm6408b.wmv,pjm6408c.wmv,,,,
6409,"Której z tych czynności nie masz prawa wykonać, gdy uczestniczysz w wypadku, w którym są zabici?","Usunąć pojazdu z drogi, aby nie utrudniał ruchu.",Udzielić niezbędnej pomocy ofiarom wypadku.,Wezwać zespołu ratownictwa medycznego.,What must you not do if you're involved in an accident where there are fatalities?,Remove the car from the road so that it does not cause an obstacle to traffic.,Provide the necessary assistance to the victims of the accident.,Call an ambulance.,"Was dürfen Sie nicht tun, wenn Sie an einem Unfall mit Toten beteiligt sind?","Das Fahrzeug von der Straße beseitigen, damit es den Verkehr nicht behindert.",Den Unfallopfern die Erste Hilfe leisten.,Rettungsdienst rufen.,A,2C128.jpg,SPECJALISTYCZNY,2,"B,B1",B7,pjm6409.wmv,pjm6409a.wmv,pjm6409b.wmv,pjm6409c.wmv,,,,
6410,Który z tych przedmiotów stanowi obowiązkowe wyposażenie każdego samochodu osobowego?,Podnośnik.,Ostrzegawczy trójkąt odblaskowy.,Kamizelka odblaskowa.,Which of the following elements belongs to the mandatory equipment of each passenger car?,A jack.,A warning triangle.,A high-visibility vest.,Welcher von den genannten Gegenständen gehört zur Pflichtausstattung jedes PkWs?,Wagenheber.,Rückstrahlendes Warndreieck.,Reflektierende Warnweste.,B,2C131.jpg,SPECJALISTYCZNY,2,B,B7,pjm6410.wmv,pjm6410a.wmv,pjm6410b.wmv,pjm6410c.wmv,,,,
6411,Który z tych przedmiotów stanowi obowiązkowe wyposażenie każdego samochodu osobowego?,Ostrzegawczy trójkąt odblaskowy.,Komplet zapasowych żarówek.,Urządzenie głośnomówiące do telefonu.,Which of the following are mandatory equipment in each passenger car?,A warning triangle.,A set of spare bulbs.,A loud-speaking device for the telephone.,Welcher von den genannten Gegenständen gehört zur Pflichtausstattung jedes PkWs?,Rückstrahlendes Warndreieck..,Ersatzglühlampen-Set.,Freisprechanlage zum Handy.,A,2C132.jpg,SPECJALISTYCZNY,2,B,B7,pjm6411.wmv,pjm6411a.wmv,pjm6411b.wmv,pjm6411c.wmv,,,,
6412,Który z tych przedmiotów stanowi obowiązkowe wyposażenie każdego samochodu osobowego?,Gaśnica.,Nawigacja satelitarna.,Urządzenie do przecinania pasów.,Which of the following are mandatory equipment in each passenger car?,A fire extinguisher.,Satellite navigation.,A device for cutting the seat belts.,Welcher von den genannten Gegenständen gehört zur Pflichtausstattung jedes PkWs?,Feuerlöscher.,Navigationsgerät.,Ein Gerät zum Durchschneiden der Gürtel.,A,2C133.jpg,SPECJALISTYCZNY,2,B,B7,pjm6412.wmv,pjm6412a.wmv,pjm6412b.wmv,pjm6412c.wmv,,,,
6413,W jakim terminie masz obowiązek przeprowadzać okresowe badanie techniczne samochodu osobowego?,Zawsze co 3 lata.,Zawsze co 2 lata.,Przed upływem terminu podanego w dowodzie rejestracyjnym pojazdu.,When should you conduct a periodic technical check-up of a passenger car?,Every 3 years.,Every 2 years.,Before the lapse of a deadline specified on the registration card of the car.,Wann sind die periodischen Hauptuntersuchungen eines Pkw durchzuführen?,Jede 3 Jahre.,Jede 2 Jahre.,Vor dem Ablauf der im Fahrzeugschein angegebenen Frist.,C,2C204.jpg,SPECJALISTYCZNY,1,B,B8,,,,,,,,
6414,"Czy masz prawo kierować samochodem osobowym, posiadając prawo jazdy, którego termin ważności upłynął?","Tak, przez 7 dni po upływie terminu ważności.","Tak, przez 14 dni po upływie terminu ważności.",Nie.,Can you drive a passenger car if you hold an expired driving licence?,"Yes, for 7 days after the expiry date.","Yes, for 14 days after the expiry date.",No.,"Dürfen Sie einen PkW fahren, wenn die Gültigkeit Ihres Führerscheins abgelaufen ist?","Ja, 7 Tage nach dem Ablauf der Gültigkeit.","Ja, 14 Tage nach dem Ablauf der Gültigkeit.",Nein.,C,2C207.jpg,SPECJALISTYCZNY,1,B,B8,pjm6414.wmv,pjm6414a.wmv,pjm6414b.wmv,pjm6414c.wmv,,,,
6416,W jakim przypadku masz obowiązek przeprowadzić dodatkowe badanie techniczne samochodu osobowego?,Po zmianie właściciela pojazdu.,Po skierowaniu przez organ kontroli ruchu drogowego.,Po wygaśnięciu umowy ubezpieczenia OC.,In what circumstances must you carry out an additional technical check-up of a passenger car?,After the owner of the car changes.,If so directed by a traffic control authority.,After expiry of the third-party civil liability insurance policy.,In welchem Fall müssen Sie eine zusätzliche Untersuchung des Pkw durchführen?,Nach dem Wechsel des Besitzers.,Nach der Überweisung durch eine Stelle der Straßenverkehrskontrolle.,Nach Erlöschen der Haftpflichtversicherung.,B,2C211.jpg,SPECJALISTYCZNY,1,B,B8,pjm6416.wmv,pjm6416a.wmv,pjm6416b.wmv,pjm6416c.wmv,,,,
6417,Co powinien zrobić właściciel samochodu osobowego w przypadku utraty tablicy rejestracyjnej?,Jeździć z jedną tablicą.,"Niezwłocznie zastąpić tablicę rejestracyjną inną, bez znaku legalizacji.",Wystąpić z wnioskiem o wydanie zalegalizowanego wtórnika tablicy rejestracyjnej.,What should the owner of a passenger car do if one of the registration plates of the car is lost?,Drive with one plate.,Immediately replace the registration plate with a new plate without a legalization mark.,Apply for an issue of a legalized duplicate of the registration plate.,"Was soll der Besitzer eines PkWs tun, wenn er eins der Nummernschilder verliert?",Mit einem Nummernschild fahren.,"Das fehlende Nummernschild unverzüglich durch ein anderes, ohne Zulassungsplakette, ersetzten.",Einen Antrag auf Erteilung eines zugelassenen Duplikats des Nummernschilds stellen.,C,2C212.jpg,SPECJALISTYCZNY,1,B,B8,pjm6417.wmv,pjm6417a.wmv,pjm6417b.wmv,pjm6417c.wmv,,,,
6419,Gdzie należy przeprowadzać okresowe badania techniczne pojazdu?,W każdym dobrze wyposażonym warsztacie samochodowym.,"W autoryzowanej stacji napraw, która serwisuje pojazd.",W podstawowej lub okręgowej stacji kontroli pojazdów.,Where should you perform periodic technical inspections of a vehicle?,In every well-equipped garage.,In an authorized repair shop that services vehicles.,At a local or regional vehicle inspection station.,Wo sind die periodischen Hauptuntersuchungen des Fahrzeugs durchzuführen?,In jeder gut ausgestatteten Autowerkstatt.,"In einer Autoreparaturstelle, wo die Servicearbeiten des Fahrzeugs durchgeführt werden.","In einer Grund-, oder Bezirksprüfstelle für Fahrzeuge.",C,2C217.jpg,SPECJALISTYCZNY,1,B,B8,,,,,,,,
6422,"Czy masz prawo kierować czterokołowcem, posiadając nieważne prawo jazdy kategorii B1?","Tak, przez 7 dni po upływie terminu ważności.","Tak, przez 14 dni po upływie terminu ważności.",Nie.,Can you drive the proper motor vehicle for a B1-category driving licence if it is expired?,"Yes, for 7 days after the expiry date.","Yes, for 14 days after the expiry date.",No.,"Dürfen Sie ein Vierrad-Kraftfahrzeug (sog. Quad) führen, wenn Sie den Führerschein Klasse B1 besitzen, dessen Gültigkeit abgelaufen ist?","Ja, 7 Tage nach dem Ablauf der Gültigkeit.","Ja, 14 Tage nach dem Ablauf der Gültigkeit.",Nein.,C,2C251.jpg,SPECJALISTYCZNY,1,B1,B8,,,,,,,,
6423,W jakim przypadku masz obowiązek przeprowadzić dodatkowe badanie techniczne czterokołowego pojazdu samochodowego o masie własnej 500 kg?,Po zmianie właściciela pojazdu.,Po skierowaniu przez organ kontroli ruchu drogowego.,Po wygaśnięciu umowy ubezpieczenia OC.,In what circumstances must you conduct an additional technical check-up of a four-wheeled motor vehicle having a curb weight of 500 kg?,After the owner of the car changes.,If so directed by a traffic control authority.,After expiry of the third-party civil liability insurance policy.,In welchem Fall müssen Sie eine zusätzliche Untersuchung des vierrädrigen Kraftfahrzeuges (sog. Quad) mit dem Eigengewicht 500 kg durchführen?,Nach dem Wechsel des Besitzers.,Nach der Überweisung durch eine Stelle der Straßenverkehrskontrolle.,Nach Erlöschen der Haftpflichtversicherung.,B,2C252.jpg,SPECJALISTYCZNY,1,B1,B8,,,,,,,,
6426,Przy jakim stężeniu alkoholu we krwi zabronione jest kierowanie pojazdem samochodowym?,"0,2 ‰.","0,1 ‰.","0,05 ‰.",Which of the following concentration of alcohol in blood is a value forbidding one to drive a motor vehicle with a curb weight of 500 kg?,0.2 ‰.,0.1 ‰.,0.05 ‰.,Bei welcher Blutalkoholkonzentration ist das Führen eines Kraftfahrzeugs mit dem Eigengewicht bis 550 kg verboten?,"0,2 ‰.","0,1 ‰.","0,05 ‰.",A,2C255.jpg,SPECJALISTYCZNY,1,B1,B8,,,,,,,,
6427,Gdzie należy przeprowadzać okresowe badania techniczne pojazdu samochodowego o masie własnej do 550 kg?,W każdym dobrze wyposażonym warsztacie samochodowym.,"W autoryzowanej stacji napraw, która serwisuje pojazd.",W podstawowej lub okręgowej stacji kontroli pojazdów.,Where should you perform the periodic check-up of a motor vehicle with a curb weight of up to 550 kg?,In any well-equipped garage.,In an authorized repair shop which services the car.,In the basic or district vehicle control station.,Wo sind die periodischen Hauptuntersuchungen eines Kraftfahrzeugs mit dem Eigengewicht bis 550 kg durchzuführen,In jeder gut ausgerüsteten Kfz-Werkstatt.,"In einer autorisierten Servicestelle, wo Service des Fahrzeugs durchgeführt wird.",In einer Grund- oder Bezirksprüfstelle für Kraftfahrzeuge.,C,2C256.jpg,SPECJALISTYCZNY,1,B1,B8,,,,,,,,
6430,Którym z pojazdów możesz kierować posiadając prawo jazdy kategorii B1?,Motocyklem z wózkiem bocznym.,Czterokołowcem.,Każdym pojazdem samochodowym o masie własnej wynoszącej 650 kg.,Which of the following vehicles can you drive if you have a B1-category driving licence?,A motorbike with a side car.,"A four-wheeled vehicle (microcar, quad).",Any motor vehicle with a curb weight of 650 kg.,"Welches von den nachstehend genannten Fahrzeuge dürfen Sie fahren, wenn Sie den Führerschein Klasse B 1 haben?",Kraftrad mit Beiwagen.,Vierrädriges Kraftfahrzeug.,Jedes Kfz mit einem Eigengewicht 650 kg.,B,2C259.jpg,SPECJALISTYCZNY,1,B1,B8,,,,,,,,
6431,Którym z pojazdów możesz kierować posiadając prawo jazdy kategorii B1?,Każdym samochodem osobowym.,Motorowerem.,Ciągnikiem rolniczym.,Which of the following vehicles can you drive if you have a B1-category driving licence?,Any passenger car.,A motorbike.,A tractor.,"Welches von den nachstehend genannten Fahrzeugen dürfen Sie fahren, wenn Sie den Führerschein Klasse B 1 haben?",Jeden Pkw.,Motorfahrrad.,Landwirtschaftliche Zugmaschine.,B,2C260.jpg,SPECJALISTYCZNY,1,B1,B8,,,,,,,,
6432,Jakie mogą być skutki niezapięcia pasów bezpieczeństwa przez kierowcę?,Większe uszkodzenia pojazdu podczas kolizji.,Większe obrażenia ciała kierowcy podczas wypadku.,Uszkodzenie poduszki powietrznej.,What may be the consequences of a driver's failure to fasten their seat belts?,More damage to the car in the event of a collision.,More bodily injuries suffered by the driver in the event of an accident.,Damage to the airbag.,Welche Folgen kann das Nichtanschnallen des Sicherheitsgurts durch den Fahrer haben?,Größere Beschädigungen des Fahrzeugs bei einer Kollision.,Größere Körperverletzungen des Fahrers beim Unfall.,Beschädigung des Airbags.,B,2C301.jpg,SPECJALISTYCZNY,1,"B,B1",B9,pjm6432.wmv,pjm6432a.wmv,pjm6432b.wmv,pjm6432c.wmv,,,,
6434,"O czym świadczy skok pedału hamulca do dołu, gdy po jego wciśnięciu uruchomisz silnik pojazdu?",O działaniu wspomagania układu hamulcowego.,O wysokim poziomie płynu hamulcowego w zbiorniku wyrównawczym.,O działaniu układu przeciwblokującego (ABS).,What does it mean when the braking pedal sinks down when you start the engine as you press the pedal?,That the power brake system is working.,That there is a high level of brake fluid in the master cylinder reservoir.,That the ant-lock braking system (ABS) is working.,"Woran kann es liegen, dass das Bremspedal nach unten sinkt, wenn Sie es durchtreten und anschließend den Motor starten?",An der Wirkung des Bremskraftverstärkers.,An dem hohen Bremsflüssigkeitsstand im Ausgleichsbehälter.,An der Wirkung des Anti-Blockier-Systems (ABS).,A,2C303.jpg,SPECJALISTYCZNY,1,B,B9,pjm6434.wmv,pjm6434a.wmv,pjm6434b.wmv,pjm6434c.wmv,,,,
6436,Czym może być spowodowany nadmierny luz (ruch jałowy) koła kierownicy samochodu?,Zużyciem przegubów (końcówek) drążków kierowniczych.,Zużyciem opon.,Niewyważeniem kół kierowanych.,What may be a cause of the excessive free play of the steering wheel in the car?,Worn tie rod ends.,Worn tyres.,Unbalanced front wheels.,"Woran kann es liegen, wenn das Lenkrad des Fahrzeugs zu viel Spiel hat?",Verschleiß der Lenkstangengelenke.,Verschleiß der Reifen.,Nicht richtig ausgewuchtete gelenkte Räder.,A,2C305.jpg,SPECJALISTYCZNY,1,B,B9,,,,,,,,
6437,"Co może być przyczyną ""ściągania"" w lewo pojazdu w czasie jazdy na wprost?",Działanie wspomagania układu kierowniczego.,Nieprawidłowe ustawienie zbieżności kół.,Zbyt niskie ciśnienie w prawej przedniej oponie.,What might be the cause of a vehicle pulling to the left while driving in a straight line?,Operation of the power steering system.,An improper wheel alignment.,Low air pressure in the right front tyre.,"Woran kann es liegen, dass das Fahrzeug beim Geradeausfahren nach links ""zieht""?",Wirkung der Servolenkung.,Unrichtige Einstellung des Radsturzes.,Zu niedriger Druck im rechten Vorderreifen.,B,2C306.jpg,SPECJALISTYCZNY,1,"B,B1",B9,pjm6437.wmv,pjm6437a.wmv,pjm6437b.wmv,pjm6437c.wmv,,,,
6438,"Jakie mogą być konsekwencje użytkowania opon z nadmiernie zużytym bieżnikiem, podczas hamowania na mokrej nawierzchni?",Wzrost siły tarcia.,Skrócenie drogi hamowania.,Zmniejszenie siły tarcia i wydłużenie drogi hamowania.,How is braking on a wet road affected by using tyres having tread wear exceeding maximum safety limits?,Increased friction.,The shortening of the braking distance.,Decrease of friction and the lengthening of the braking distance.,Welche Folgen kann für das Bremsen auf nasser Fahrbahn die Nutzung der Reifen mit einem übermäßig abgenutzten Protektor haben?,Erhöhung der Reibungskraft.,Verkürzung des Bremswegs.,Verminderung der Reibungskraft und ein längerer Bremsweg.,C,2C307.jpg,SPECJALISTYCZNY,1,"B,B1",B9,pjm6438.wmv,pjm6438a.wmv,pjm6438b.wmv,pjm6438c.wmv,,,,
6439,Jaki może być skutek zużycia amortyzatorów kół kierowanych?,Zwiększenie przyczepności kół do jezdni.,Zmniejszenie przyczepności kół i sterowności pojazdu.,Zwiększenie skuteczności hamowania.,What may be the effect of worn shock absorbers on the front wheels?,Increased tyre grip.,Decreased tyre grip and steerability of the vehicle.,Increased braking effectiveness.,Welche Folgen kann der Verschleiß der Stoßdämpfer bei Lenkrädern haben?,Höhere Bodenhaftung der Räder.,Verminderte Bodenhaftung der Räder und der Lenkfähigkeit des Fahrzeugs.,Erhöhung der Bremswirkung.,B,2C308.jpg,SPECJALISTYCZNY,1,"B,B1",B9,pjm6439.wmv,pjm6439a.wmv,pjm6439b.wmv,pjm6439c.wmv,,,,
6440,Jaki może być skutek niewyważenia kół jezdnych w pojeździe?,Zblokowanie kół jezdnych.,Zwiększenie okresu eksploatacji opony.,Nierównomierne zużycie bieżnika opony.,What may be the effect of not balancing the wheels of the vehicle?,Blocking of the road wheels.,Increased tyre life.,Uneven tread wear.,Welche Folgen kann das Nicht-Auswuchten der Laufräder im Fahrzeug haben?,Blockade der Laufräder.,Höhere Lebensdauer des Reifens.,Ungleichmäßiger Verschleiß der Lauffläche des Reifens.,C,2C309.jpg,SPECJALISTYCZNY,1,"B,B1",B9,pjm6440.wmv,pjm6440a.wmv,pjm6440b.wmv,pjm6440c.wmv,,,,
6441,"Na co, przede wszystkim, może mieć wpływ nieprawidłowe ustawienie lusterek zewnętrznych w pojeździe samochodowym?",Na bezpieczeństwo w czasie zwiększania prędkości.,Na bezpieczeństwo podczas zmiany pasa ruchu.,Na bezpieczeństwo podczas wymijania.,What would be most affected by wrong adjustment of external mirrors in a motor vehicle?,Safety during acceleration.,Safety during lane changes.,Safety during passing.,Worauf kann sich vor allem eine unrichtige Einstellung der Außenspiegel im Kraftwagen auswirken?,Auf die Sicherheit während der Erhöhung der Geschwindigkeit.,Auf die Sicherheit während des Fahrstreifenwechsels.,Auf die Sicherheit während des Ausweichens.,B,2C310.jpg,SPECJALISTYCZNY,1,"B,B1",B9,,,,,,,,
